Freq	word1	word2	pos1	pos2
35	love	right	nn1	nn1
26	Michael	made	np1	vvd
49	being	revealed	vbg	vvn
209	encounter	a	vvi	at1
45	for	surprise	if	nn1
31	prove	one	vvi	mc1
40	explained	on	vvn	ii
27	some	apparently	dd	rr
158	another	challenge	dd1	nn1
1872	TRUE	to	jj	ii
89	will	adapt	vm	vvi
28	looks	no	vvz	at
37	somehow	an	rr	at1
25	bone	had	nn1	vhd
34	political	intelligence	jj	nn1
163	unions	that	nn2	cst
143	blow	out	vvi	rp
24	The	guitarist	at	nn1
25	The	moratorium	at	nn1
36	handicapping	conditions	jj	nn2
610	and	built	cc	vvn
93	your	tummy	appge	nn1
33	me	curious	ppio1	jj
59	light	made	nn1	vvd
38	waking	dream	nn1	nn1
122	new	urgency	jj	nn1
24	in	Get	ii	vv0
25	Peachtree	City	np1	nn1
107	His	doctor	appge	nn1
28	reconstruct	their	vvi	appge
806	have	evolved	vh0	vvn
24	join	his	vv0	appge
47	not	bring	xx	vv0
31	with	trout	iw	nn
210	appears	from	vvz	ii
38	activities	outside	nn2	ii21
207	was	undergoing	vbdz	vvg
184	Surely	he	rr	pphs1
58	seek	them	vvi	ppho2
25	dropped	away	vvn	rl
35	graves	with	nn2	iw
65	them	wore	ppho2	vvd
44	to	Intel	ii	np1
46	customers	say	nn2	vv0
25	riding	behind	vvg	ii
25	nursed	her	vvd	appge
31	every	sale	at1	nn1
30	subscription	services	nn1	nn2
33	southeastern	Arizona	jj	np1
86	tall	guy	jj	nn1
113	the	walnut	at	nn1
43	study	drug	nn1	nn1
29	external	carotid	jj	jj
67	favorite	way	jj	nn1
33	enters	it	vvz	pph1
108	required	them	vvn	ppho2
458	single	parents	jj	nn2
40	migratory	species	jj	nn
106	behind-the-scenes	look	jj	nn1
108	Eleven	of	mc	io
72	following	tips	jj	nn2
98	implemented	at	vvn	ii
31	other	death	jj	nn1
264	test	tube	nn1	nn1
727	the	export	at	nn1
53	known	these	vvn	dd2
61	this	challenging	dd1	jj
34	Three	million	mc	m1
58	election	than	nn1	csn
29	excitement	generated	nn1	vvn
77	contain	and	vvi	cc
163	fellow	officers	jj	nn2
256	other	customers	jj	nn2
447	incentives	and	nn2	cc
78	trails	that	vvz	cst
63	then	past	rt	ii
81	him	yourself	ppho1	ppx1
70	will	basically	vm	rr
161	upgrading	the	vvg	at
135	no	talk	at	nn1
27	the	subspecies	at	nn
38	Her	problem	appge	nn1
25	difficult	operation	jj	nn1
40	Harold	E.	np1	np1
192	like	in	jj	ii
79	programs	as	nn2	ii31
244	Instead	the	rr	at
53	and	postwar	cc	jj
32	Allied	and	jj	cc
86	in	rising	ii	vvg
69	meat	mixture	nn1	nn1
54	DAVID	BRUCK	np1	np1
25	healthy	ecosystem	jj	nn1
61	owner	Jack	nn1	np1
117	research	focuses	nn1	vvz
32	technique	you	nn1	ppy
33	states	you	nn2	ppy
11555	knowledge	of	nn1	io
38	longer	think	rr22	vv0
30	completed	both	vvd	rr
312	dead	now	jj	rt
24	emphasized	over	vvn	ii
169	pick	your	vv0	appge
70	He	borrowed	pphs1	vvd
4405	a	total	at1	jj
853	frustrated	by	vvn	ii
274	hand	as	nn1	cs21
42	that	almost	cs22	rr
40	such	problem	da	nn1
366	where	children	rrq	nn2
496	will	attempt	vm	vvi
196	and	deserves	cc	vvz
114	nuclear	capabilities	jj	nn2
47	believe	if	vvi	csw
24	such	awareness	da	nn1
44	that	Lyndon	cst	np1
122	next	March	md	npm1
31	in	HBO	ii	np1
103	Excerpt	of	nn1	io
51	Jim	Tressel	np1	np1
30	else	made	rr	vvn
536	various	stages	jj	nn2
45	such	confusion	da	nn1
487	big	fish	jj	nn
426	own	or	da	cc
59	the	chunk	at	nn1
58	also	lower	rr	jjr
59	the	cataclysmic	at	jj
184	by	rain	ii	nn1
26	security	settings	nn1	nn2
31	Deep	Purple	jj	jj
248	industrial	park	jj	nn1
51	Fairy	Tale	nn1	nn1
46	go	either	vvi	rr
68	broadcasts	in	nn2	ii
26	curbside	pickup	nn1	nn1
28	television	season	nn1	nnt1
26	Opinions	vary	nn2	vv0
439	their	base	appge	nn1
43	peaceful	as	jj	csa
92	and	doughnuts	cc	nn2
25	Bolton	was	np1	vbdz
1444	is	covered	vbz	vvn
98	teaspoon	hot	nn1	jj
493	rewards	of	nn2	io
1671	announced	the	vvd	at
587	with	olive	iw	jj
289	saying	for	vvg	if
42	perhaps	forever	rr	rt
434	and	exposure	cc	nn1
40	Mediterranean	to	jj	ii
34	whose	native	ddqge	jj
30	settlement	freeze	nn1	nn1
74	meets	your	vvz	appge
24	voice	disorders	nn1	nn2
27	profits	come	nn2	vv0
30	marriage	education	nn1	nn1
42	his	goatee	appge	nn1
387	these	games	dd2	nn2
40	slowly	return	rr	vv0
381	of	easy	io	jj
79	sentiment	among	nn1	ii
76	Miami	with	np1	iw
83	Truman	had	np1	vhd
61	Foundation	of	nn1	io
86	creed	of	nn1	io
249	wants	this	vvz	dd1
79	apparently	with	rr	iw
48	sidewalk	cafe	nn1	nn1
113	trembling	in	vvg	ii
33	they	figure	pphs2	vvi
79	the	mediocre	at	jj
55	at	Congressional	ii	jj
35	two	core	mc	nn1
24	swiftly	by	rr	ii
25	if	occasionally	cs	rr
132	Removing	the	vvg	at
67	Garden	is	nn1	vbz
34	clearly	influenced	rr	vvn
43	machine	pistol	nn1	nn1
93	seldom	have	rr	vh0
53	or	civic	cc	jj
29	experiences	when	nn2	cs
54	this	stuff	dd1	vvi
115	flight	suit	nn1	nn1
45	receive	medical	vvi	jj
27	improve	school	vvi	nn1
41	been	wrong	vbn	rr
30	supply	its	vvi	appge
1228	a	feature	at1	nn1
51	when	demand	cs	nn1
74	gathered	a	vvn	at1
184	between	ages	ii	nn2
111	his	dagger	appge	nn1
103	camped	in	vvn	ii
133	consumed	the	vvd	at
321	an	eccentric	at1	jj
86	an	electricity	at1	nn1
31	only	risk	jj	nn1
1319	schools	of	nn2	io
115	recognized	them	vvd	ppho2
100	sophisticated	as	jj	csa
34	You	covered	ppy	vvd
45	tune	by	nn1	ii
95	When	Clinton	cs	np1
224	with	rock	iw	nn1
40	a	periodical	at1	nn1
82	end	into	nn1	ii
42	fleet	with	nn1	iw
36	team	practices	nn1	nn2
27	firm	went	nn1	vvd
198	was	immediate	vbdz	jj
321	battles	in	nn2	ii
27	media	seem	nn	vv0
76	own	reading	da	nn1
28	a	jurisdictional	at1	jj
33	ratchet	up	vv0	rp
76	things	other	nn2	jj
51	divided	nation	jj	nn1
55	of	drugs	ii22	nn2
329	are	limits	vbr	nn2
28	and	traitors	cc	nn2
67	phone	banks	nn1	nn2
140	educational	programming	jj	nn1
31	spending	its	vvg	appge
99	score	to	nn1	ii
179	Yao	Ming	np1	np1
28	half	closed	db	jj
31	excuses	not	nn2	xx
25	carriage	bolts	nn1	nn2
46	parked	the	vvn	at
247	market	conditions	nn1	nn2
36	trimmed	beard	vvn	nn1
24	copper	sulfate	nn1	nn1
46	tarragon	and	nn1	cc
820	n't	given	xx	vvn
27	Nations	workers	nn2	nn2
39	go	bump	vv0	nn1
28	Beyond	him	ii	ppho1
160	lawyers	do	nn2	vd0
670	negative	consequences	jj	nn2
33	remained	uncertain	vvd	jj
29	hiding	some	vvg	dd
116	never	reached	rr	vvn
56	you	relate	ppy	vv0
32	And	politicians	cc	nn2
171	units	to	nn2	ii
47	fried	bread	jj	nn1
92	congregation	that	nn1	cst
28	for	port	if	nn1
641	the	riots	at	nn2
37	the	Return	at	nn1
139	black	studies	jj	nn2
35	Seventy-six	percent	mc	nnu
29	clubhouse	was	nn1	vbdz
39	buzz	among	fu	ii
333	somewhere	to	rl	to
35	of	begging	io	nn1
480	backlash	against	nn1	ii
291	of	approaches	io	nn2
28	Eddie	Antar	np1	np1
497	the	dinosaurs	at	nn2
1067	deal	for	nn1	if
1283	hit	him	vvd	ppho1
69	spectacular	scenery	jj	nn1
189	DNA	was	nn1	vbdz
4006	I	actually	ppis1	rr
43	the	Escape	at	nn1
249	this	description	dd1	nn1
371	that	hard	dd1	jj
72	term	but	nn1	ccb
37	each	measurement	dd1	nn1
362	you	turned	ppy	vvd
28	LENGTH	OF	nn1	io
68	regaining	his	vvg	appge
30	top	ticket	jj	nn1
71	my	shower	appge	nn1
37	Tommy	Maddox	np1	np1
135	of	largely	io	rr
35	ethnic	attitudes	jj	nn2
26	on	Emily	ii	np1
88	Joe	Johns	np1	np1
131	define	themselves	vv0	ppx2
321	even	do	rr	vdi
55	really	embarrassing	rr	jj
57	extra	fat	jj	nn1
125	researchers	that	nn2	cst
129	politicians	from	nn2	ii
347	be	manipulated	vbi	vvn
25	growth	issues	nn1	nn2
55	Esther	had	np1	vhd
38	chief	international	jj	jj
360	sandwiched	between	vvn	ii
30	to	dissemble	to	vvi
34	hunt	of	nn1	io
52	of	cliches	io	nn2
132	is	correlated	vbz	vvn
58	immortal	words	jj	nn2
119	slowly	turns	rr	vvz
31	surround	you	vv0	ppy
131	fighting	crime	vvg	nn1
45	Yet	still	rr	rr
24	largest	nation	jjt	nn1
25	of	AIP	io	np1
218	dirt	floor	nn1	nn1
25	unfortunately	have	rr	vh0
84	puzzle	in	nn1	ii
24	rock	era	nn1	nn1
83	intern	and	nn1	cc
96	be	instantly	vbi	rr
28	charcoal	from	nn1	ii
27	and	tentacles	cc	nn2
32	spent	annually	vvn	rr
51	certain	element	jj	nn1
33	named	her	vvn	appge
81	award	the	vvi	at
28	council	elections	nn1	nn2
126	open	our	vvi	appge
50	body	not	nn1	xx
307	you	stick	ppy	vv0
78	reminded	him	vvn	ppho1
25	affect	toward	nn1	ii
49	that	blossomed	cst	vvd
351	thinks	that	vvz	dd1
82	been	registered	vbn	vvn
67	usurpation	of	nn1	io
135	carefully	placed	rr	vvn
27	bibliography	and	nn1	cc
36	involving	both	vvg	db2
24	damp	leaves	jj	nn2
44	religious	bigotry	jj	nn1
470	a	crossroads	at1	nn1
37	unsafe	sexual	jj	jj
30	business	makes	nn1	vvz
433	from	overseas	ii	rl
36	into	captivity	ii	nn1
25	of	FAS	io	np2
3299	or	more	cc	rgr
46	burning	all	vvg	db
619	the	impetus	at	nn1
34	natural	population	jj	nn1
1055	questions	to	nn2	to
48	Rosalind	Krauss	np1	np1
62	that	August	dd1	npm1
115	extra	step	jj	nn1
36	in	once	ii	rr
25	Western	ideals	jj	nn2
67	push	himself	vvi	ppx1
26	Abba	Eban	np1	np1
132	there	existed	ex	vvd
182	to	Jupiter	ii	np1
73	end	here	vvi	rl
155	of	engine	io	nn1
32	which	fueled	ddq	vvd
728	of	jazz	io	nn1
78	on	plate	ii	nn1
51	the	ischial	at	jj
768	No	need	xx	nn1
29	central	server	jj	nn1
42	jaw	clenched	nn1	vvd
25	asleep	all	jj	db
203	me	forever	ppio1	rt
26	take	even	vv0	rr
36	cure	me	vvi	ppio1
52	and	appliance	cc	nn1
49	many	so-called	da2	jj
63	Asian	culture	jj	nn1
112	a	raincoat	at1	nn1
42	were	advancing	vbdr	vvg
30	no	wars	at	nn2
48	This	contrast	dd1	nn1
62	troubled	economy	jj	nn1
67	letter	into	nn1	ii
34	was	typed	vbdz	vvn
48	and	contracting	cc	vvg
68	large	international	jj	jj
46	and	Pink	cc	jj
31	protested	and	vvn	cc
71	also	invited	rr	vvn
45	guide	through	nn1	ii
44	chains	for	nn2	if
14816	to	continue	to	vvi
204	plastic	surgeons	nn1	nn2
32	White	are	np1	vbr
27	and	eroded	cc	jj
26	Party	nominee	nn1	nn1
54	be	sliced	vbi	vvn
27	and	MS	cc	nn1
46	comprehensive	treatment	jj	nn1
52	train	service	nn1	nn1
52	simply	adding	rr	vvg
71	using	whatever	vvg	ddqv
16498	know	that	vvi	cst
24	satisfied	his	vvd	appge
35	essentially	they	rr	pphs2
28	the	soulless	at	jj
91	protests	at	nn2	ii
154	ever	before	rr	cs
94	is	start	vbz	nn1
4800	includes	a	vvz	at1
26	and	Percentages	cc	nn2
35	bereavement	and	nn1	cc
24	light	in	nn1	rp
95	backward	on	rl	ii
43	to	tribes	ii	nn2
30	electrical	fire	jj	nn1
29	a	fireproof	at1	jj
28	pit	boss	nn1	nn1
45	Death	has	nn1	vhz
58	fierce	competitor	jj	nn1
128	him	when	ppho1	rrq
40	sometimes	confused	rt	vvn
36	is	cramped	vbz	vvn
31	many	left	da2	jj
37	beat	cop	nn1	nn1
33	extra	funds	jj	nn2
25	care	about	vv0	rp
82	venture	out	vv0	rp
138	me	started	ppio1	vvn
37	woods	was	nn2	vbdz
37	and	tempers	cc	nn2
184	have	cancer	vh0	nn1
26	alternative	systems	jj	nn2
38	carbon-dioxide	emissions	jj	nn2
33	marine	sediments	jj	nn2
30	America	thinks	np1	vvz
62	arm	off	nn1	rp
24	coat	by	nn1	ii
57	and	Bubba	cc	np1
37	funds	without	nn2	iw
74	bonuses	are	nn2	vbr
43	happens	it	vvz	pph1
60	cultural	models	jj	nn2
57	NIGHT	She	nnt1	pphs1
383	the	downturn	at	nn1
156	by	spring	ii	nn1
35	banging	out	vvg	rp
100	sever	the	vvi	at
48	required	not	vvn	xx
29	people	described	nn	vvd
38	struggle	from	nn1	ii
127	this	honor	dd1	nn1
29	sessions	each	nnt2	dd1
216	but	about	ccb	rg
59	had	years	vhn	nnt2
315	dependence	of	nn1	io
63	Italian	spoken	nn1	vvn
26	wispy	white	jj	jj
54	driving	directions	jj	nn2
46	archival	footage	jj	nn1
41	Foreman	said	np1	vvd
91	and	delay	cc	vv0
24	Fanning	and	np1	cc
35	two-hour	session	jj	nnt1
1147	of	discrimination	io	nn1
27	first	male	md	jj
36	Daily	Racing	np1	vvg
49	the	gunpowder	at	nn1
35	data	communication	nn	nn1
3153	active	in	jj	ii
538	will	share	vm	vvi
79	development	into	nn1	ii
111	a	perfume	at1	nn1
69	beautiful	lady	jj	nn1
62	greatest	political	jjt	jj
42	Satan	in	np1	ii
39	US	District	np1	nn1
28	offerings	such	nn2	ii21
504	kids	had	nn2	vhd
185	to	coming	ii	vvg
131	the	incense	at	nn1
74	a	marionette	at1	nn1
26	model	if	nn1	cs
199	alone	does	rr	vdz
25	right-wing	Republicans	jj	nn2
27	so	unsure	rg	jj
80	the	shocked	at	jj
117	overall	pick	nn1	vv0
26	tomography	and	nn1	cc
87	slowly	away	rr	rl
27	of	Westside	io	np1
654	closest	thing	jjt	nn1
94	accessories	for	nn2	if
50	the	mid-70s	at	mc2
32	other	directly	ppx222	rr
101	finger	against	nn1	ii
64	The	pyramid	at	nn1
35	von	Sydow	np1	np1
30	grasping	her	vvg	appge
33	intake	to	nn1	to
134	than	black	csn	jj
32	some	slightly	dd	rr
46	and	Demi	cc	np1
129	its	waters	appge	nn2
66	it	derives	pph1	vvz
35	capture	and	vv0	cc
57	Jim	Johnson	np1	np1
47	wrapping	around	vvg	ii
711	in	little	ii	jj
25	American	secretary	jj	nn1
443	you	trust	ppy	vvi
316	her	ankle	appge	nn1
133	vegetables	on	nn2	ii
282	home	here	nn1	rl
61	the	locusts	at	nn2
78	final	work	jj	nn1
82	are	outside	vbr	rl
306	that	mark	cst	vv0
38	Philippe	de	np1	f         
31	as	equals	csa	nn2
26	of	thorny	io	jj
489	actions	were	nn2	vbdr
69	COULD	N'T	vm	xx
562	running	game	jj	nn1
140	until	Tuesday	ii	npd1
25	to	twenty-three	ii	mc
30	time	Clinton	nnt1	np1
106	the	baby-sitter	at	nn1
319	the	Six	at	mc
41	their	salt	appge	nn1
41	new	cards	jj	nn2
33	paradigmatic	of	jj	io
66	rushing	off	vvg	rp
103	being	defined	vbg	vvn
1991	remainder	of	nn1	io
27	Christmas	had	nnt1	vhd
29	Copper	Age	nn1	nn1
39	twist	in	vvi	ii
29	feedback	are	nn1	vbr
43	realized	for	vvd	if
43	swear	he	vvi	pphs1
29	thicker	the	jjr	at
128	transition	that	nn1	cst
61	prose	poem	nn1	nn1
1798	on	hold	ii	nn1
91	that	shirt	dd1	nn1
403	the	echo	at	nn1
69	on	Third	ii	np1
30	M	and	nn1	cc
85	challenges	will	nn2	vm
29	Dunham	and	np1	cc
52	undertaking	that	nn1	cst
259	a	balancing	at1	nn1
34	one	John	mc1	np1
94	other	planes	jj	nn2
176	best	examples	jjt	nn2
741	that	fits	cst	vvz
95	patent	protection	nn1	nn1
93	sidelong	glance	jj	nn1
35	and	edits	cc	vvz
715	of	First	io	md
32	take	steroids	vvi	nn2
37	tight	muscles	jj	nn2
25	infant	industry	nn1	nn1
3329	workers	in	nn2	ii
31	rooms	without	nn2	iw
300	twist	to	nn1	ii
31	social	realm	jj	nn1
39	reconstructive	knee	jj	nn1
34	One	neighbor	mc1	nn1
161	from	spring	ii	nn1
40	that	same	cs22	da
51	recess	for	nn1	if
32	the	center-right	at	jj
73	him	never	ppho1	rr
49	hut	that	nn1	cst
79	swamp	of	nn1	io
108	more	egalitarian	rgr	jj
24	national	tax	jj	nn1
43	Loren	Roberts	np1	np1
28	laminated	wood	jj	nn1
295	was	awakened	vbdz	vvn
541	to	empower	to	vvi
27	her	concerts	appge	nn2
27	will	surround	vm	vvi
28	install	new	vv0	jj
48	to	Picasso	ii	np1
156	those	limits	dd2	nn2
83	The	complaints	at	nn2
30	camera	in	nn1	ii31
32	chose	to	vvn	to
432	Nothing	else	pn1	rr
96	tie	was	nn1	vbdz
26	lose	momentum	vvi	nn1
68	the	year-ago	at	jj
30	a	pretender	at1	nn1
36	Chinese	communist	jj	jj
82	do	more	vd0	rrr
36	as	nothing	ii	pn1
83	sexual	selection	jj	nn1
46	meet	women	vvi	nn2
27	class	includes	nn1	vvz
80	loomed	large	vvd	jj
75	motivates	me	vvz	ppio1
306	Chicago	to	np1	ii
284	provide	students	vvi	nn2
205	national	holiday	jj	nn1
36	the	repetitions	at	nn2
29	listener	can	nn1	vm
1201	will	no	vm	rr
43	Japanese	products	jj	nn2
104	four	top	mc	jj
28	your	mug	appge	nn1
130	is	unlike	vbz	jj
27	remarkable	group	jj	nn1
25	simply	curious	rr	jj
27	in	guidance	ii	nn1
138	Ann	was	np1	vbdz
34	set	that	vvn	cst
39	having	ever	vhg	rr
66	age	and	vvi	cc
124	public	displays	jj	nn2
24	Hartley	was	np1	vbdz
28	major	diplomatic	jj	jj
47	constraints	were	nn2	vbdr
38	of	strongly	io	rr
98	is	won	vbz	vvn
46	daughter	because	nn1	cs
33	In	shock	ii	nn1
48	was	disabled	vbdz	vvn
47	related	study	jj	nn1
545	and	chronic	cc	jj
75	border	fence	nn1	nn1
54	kids	she	nn2	pphs1
34	mean	one	vvi	pn1
26	reintroducing	the	vvg	at
30	the	jackhammer	at	nn1
73	that	smokers	cst	nn2
27	famous	photo	jj	nn1
204	for	close	if	rr
127	Ali	Khamenei	np1	np1
366	be	long	vbi	rr
70	the	wasteland	at	nn1
1243	who	first	pnqs	md
178	Mystery	of	nn1	io
56	E-mail	to	nn1	ii
24	goodness	they	nn1	pphs2
30	coordination	problems	nn1	nn2
34	over	financial	ii	jj
25	all	enjoyed	db	vvd
59	their	percentage	appge	nn1
32	While	traditional	cs	jj
1107	out	front	rp	nn1
29	scenes	together	nn2	rl
64	four	meters	mc	nn2
45	dogs	into	nn2	ii
59	is	enabled	vbz	vvn
294	by	outside	ii	jj
68	a	singularity	at1	nn1
96	nose	up	nn1	rp
41	turkey	at	nn1	ii
26	Line	for	nn1	if
29	little	wrong	jj	jj
90	booster	club	nn1	nn1
45	corporation	of	nn1	io
39	have	hoped	vh0	vvn
101	client	will	nn1	vm
48	final	at	nn1	ii
268	something	in	pn1	rr21
26	small	utility	jj	nn1
2670	later	this	rrr	dd1
31	Jackson	asked	np1	vvd
242	a	proprietary	at1	jj
26	out	decliners	rp	nn2
29	common	around	jj	ii
63	would	volunteer	vm	vvi
192	us	during	ppio2	ii
97	difficult	work	jj	nn1
301	for	fishing	if	nn1
24	girl	stared	nn1	vvd
32	in	improvisation	ii	nn1
35	reporters	is	nn2	vbz
42	economic	scale	jj	nn1
73	ethnicity	was	nn1	vbdz
32	Doubletree	Hotel	nn1	nn1
170	areas	within	nn2	ii
917	course	for	nn1	if
26	their	brakes	appge	nn2
188	our	trade	appge	nn1
78	the	emigration	at	nn1
215	said	loudly	vvd	rr
38	the	coated	at	jj
172	deeply	divided	rr	vvn
58	any	background	dd	nn1
168	atomic	weapons	jj	nn2
28	an	apotheosis	at1	nn1
32	MORE	than	dar	csn
164	of	Grant	io	np1
375	real	issues	jj	nn2
70	The	stocks	at	nn2
67	odd	behavior	jj	nn1
26	my	antique	appge	jj
86	is	cleaner	vbz	jjr
228	this	have	dd1	vh0
33	Newport	Folk	np1	nn
30	Dragon	and	nn1	cc
24	intimidate	us	vvi	ppio2
172	governor	said	nn1	vvd
171	sniffing	the	vvg	at
24	into	dinner	ii	nn1
54	mind	today	nn1	rt
33	other	payments	jj	nn2
32	Mr.	WAYNE	nnb	np1
26	is	fairness	vbz	nn1
25	HUD	is	np1	vbz
25	is	outspoken	vbz	jj
40	dresses	on	nn2	ii
26	get	hard	vvi	rr
244	Cheney	was	np1	vbdz
313	the	posts	at	nn2
762	lose	it	vvi	pph1
26	switch	jobs	vvi	nn2
114	the	oranges	at	nn2
1317	political	life	jj	nn1
118	and	juices	cc	nn2
56	Jewish	holiday	jj	nn1
79	you	fuck	ppy	vv0
75	Hudson	is	np1	vbz
160	the	Alpine	at	jj
33	the	three-man	at	jj
119	celebrated	with	vvn	iw
224	with	Elizabeth	iw	np1
98	Guard	was	nn1	vbdz
111	allow	time	vvi	nnt1
106	through	third	ii	md
101	for	high-tech	if	jj
40	L.	JACKSON	np1	np1
69	they	drifted	pphs2	vvd
25	in	Fairview	ii	np1
505	were	all	vbdr	rr
38	lifting	its	vvg	appge
38	such	marriages	da	nn2
77	coming	century	jj	nnt1
24	effortlessly	from	rr	ii
149	million	salary	m	nn1
221	new	lines	jj	nn2
79	crammed	in	vvn	ii
73	single	out	vv0	rp
65	spoon	the	vv0	at
109	As	did	csa	vdd
4604	make	up	vvi	rp
49	withheld	information	vvd	nn1
178	a	lit	at1	nn1
207	into	hot	ii	jj
28	Correspondent	John	nn1	np1
36	During	much	ii	da1
49	theater	world	nn1	nn1
36792	as	much	rg	da1
32	No	worries	at	nn2
56	seek	employment	vvi	nn1
59	continuing	her	vvg	appge
127	a	performing	at1	nn1
4838	tell	us	vv0	ppio2
77	Rockies	in	np2	ii
34	disheveled	and	vvd	cc
32	state	House	nn1	nn1
26	national	strength	jj	nn1
25	States	using	np1	vvg
27	plus	bonuses	ii	nn2
430	open	it	vv0	pph1
137	equipment	they	nn1	pphs2
27	shifted	under	vvn	ii
32	terror	alert	nn1	nn1
71	step	the	nn1	at
88	nail	the	vvi	at
31	the	Matthews	at	np1
38	B-1	bomber	fo	nn1
66	chickens	were	nn2	vbdr
288	always	makes	rr	vvz
34	fuelled	by	vvn	ii
33	David	summit	np1	nn1
1022	The	national	at	jj
64	day	talking	nnt1	vvg
27	get	today	vvi	rt
33	quick	movement	jj	nn1
36	were	sailing	vbdr	vvg
91	perfect	complement	jj	nn1
121	they	removed	pphs2	vvd
355	attack	at	nn1	ii
40	Eliza	said	np1	vvd
42	a	family-oriented	at1	jj
41	you	pronounce	ppy	vv0
57	Such	claims	da	nn2
62	harbor	a	vvi	at1
342	and	internationally	cc	rr
414	purchased	at	vvn	ii
201	egg	on	nn1	ii
53	BE	IN	vbi	ii
81	introduce	to	vvi	ii
10020	a	case	at1	nn1
244	said	sharply	vvd	rr
372	were	recently	vbdr	rr
33	that	assault	dd1	nn1
31	of	phenomenon	io	nn1
121	constituency	that	nn1	cst
158	fallen	off	vvn	rp
43	lines	later	nn2	rrr
33	understands	there	vvz	ex
146	alternating	with	vvg	iw
25	selling	themselves	vvg	ppx2
37	doctor	now	nn1	rt
25	forms	he	nn2	pphs1
40	favorite	artists	jj	nn2
230	person	by	nn1	ii
39	even	home	rr	rl
89	blues	singer	nn2	nn1
99	the	Sinhalese	at	jj
29	personal	aspects	jj	nn2
62	still	wonder	rr	vv0
37	Many	reasons	da2	nn2
39	avoided	because	vvn	cs
77	handling	his	vvg	appge
54	He	spit	pphs1	vvd
31	colored	beads	jj	nn2
107	Usama	bin	np1	nn1
28	The	de	at	jj21
908	has	paid	vhz	vvn
144	the	Story	at	nn1
34	planning	were	nn1	vbdr
28	mammary	glands	jj	nn2
86	Anthony	Lewis	np1	np1
45	was	renewed	vbdz	vvn
32	us	love	ppio2	vv0
34	state	game	vv0	nn1
28	Ian	Thorpe	np1	np1
74	Oscar	and	nn1	cc
74	ran	along	vvd	rp
40	boar	and	nn1	cc
190	cut	each	vv0	dd1
25	stars	I	nn2	ppis1
46	Hear	a	vv0	at1
24	pressure	required	nn1	vvn
29	force	strategies	nn1	nn2
30	his	Scottish	appge	jj
46	on	Kerry	ii	np1
888	I	truly	ppis1	rr
31	construing	the	vvg	at
50	lap	for	nn1	if
154	individual	characteristics	jj	nn2
137	asylum	seekers	nn1	nn2
65	been	nervous	vbn	jj
26	mundane	world	jj	nn1
133	the	Joseph	at	np1
26	about	Gennifer	ii	np1
345	economic	or	jj	cc
146	tough	but	jj	ccb
32	end	comes	nn1	vvz
29	road	led	nn1	vvd
33	great	case	jj	nn1
34	discussed	in	vvn	rr21
71	play	catch	vvi	nn1
301	edge	over	nn1	ii
25	apparently	agreed	rr	vvn
965	feared	that	vvd	cst
52	International	Rescue	jj	nn1
180	located	a	vvd	at1
123	shot	through	vvd	rp
29	crop	with	nn1	iw
41	bit	longer	rr22	jjr
2608	one	was	pn122	vbdz
123	I	committed	ppis1	vvd
34	tragedy	will	nn1	vm
26	overlooked	when	vvn	cs
45	no	vital	at	jj
24	a	halfdozen	at1	jj
76	of	thirty-five	io	mc
27	wont	do	nn1	vd0
38	bread	knife	nn1	nn1
74	workout	at	nn1	ii
34	Two	huge	mc	jj
61	for	Warren	if	np1
36	are	admittedly	vbr	rr
51	intense	eyes	jj	nn2
90	with	name	iw	nn1
260	when	no	cs	at
104	product	by	nn1	ii
91	the	bother	at	nn1
69	have	fully	vh0	rr
42	camps	is	nn2	vbz
106	and	anywhere	cc	rl
67	never	picked	rr	vvn
123	razor	and	nn1	cc
41	this	confirmation	dd1	nn1
33	slump	with	nn1	iw
85	all	roads	db	nn2
66	monk	in	nn1	ii
60	insanity	and	nn1	cc
125	The	Minnesota	at	np1
66	in	Lynchburg	ii	np1
32	various	art	jj	nn1
63	a	sunflower	at1	nn1
84	Paul	Pierce	np1	np1
105	with	creamy	iw	jj
34	the	pussy	at	nn1
366	position	by	nn1	ii
1538	her	ear	appge	nn1
47	represent	in	vv0	ii
25	teachers	simply	nn2	rr
34	reach	out	nn1	rp
49	keep	growing	vvi	vvg
34	James	Conlon	np1	np1
33	gallon	jug	nnu1	nn1
133	washing	up	vvg	rp
133	fixed	it	vvn	pph1
32	little	strong	rr22	jj
101	to	gambling	ii	nn1
68	best	writers	jjt	nn2
850	the	Hill	at	nn1
90	oxygen	tanks	nn1	nn2
84	That	usually	dd1	rr
81	congestion	in	nn1	ii
59	operational	costs	jj	nn2
95	being	based	vbg	vvn
83	verify	that	vvi	dd1
50	Lawrence	had	np1	vhd
83	achieved	some	vvn	dd
524	lesson	for	nn1	if
36	bit	late	rr33	jj
272	engineer	for	nn1	if
74	whatever	may	ddqv	vm
32	serving	these	vvg	dd2
46	feel	closer	vv0	rrr
155	His	blood	appge	nn1
41	Elway	said	np1	vvd
29	not	Tom	xx	np1
41	how	efficiently	rgq	rr
1050	Fish	and	nn	cc
100	into	trying	ii	vvg
38	that	necklace	dd1	nn1
27	exercising	my	vvg	appge
54	particular	ways	jj	nn2
469	with	rage	iw	nn1
47	about	only	rp	rr
792	than	from	csn	ii
30	never	arrive	rr	vvi
27	flexibility	as	nn1	csa
77	Tours	of	nn2	io
